Time,Z4383,Z8722,Z9657,Z8246,Z0353,Z0113,Z3993,Z1140,Z6623,Z3162,Z8043,Z1326,Z8397,Z3240,Z3953,Z6782,Z8627,Z5758,Z6929,Z6872
2025-01-22 14:03:42,0.7,22.79,20.85,24.93,0.67,25.27,1.23,2.15,2.17,4.77,1.78,21.15,3.5,4.48,3.06,4.37,4.14,1.42,20.86,1.21
2025-01-22 14:03:43,4.14,26.98,2.71,0.84,1.17,2.84,28.8,29.19,22.1,0.7,29.16,2.6,1.08,4.18,24.83,1.0,0.81,29.6,3.25,23.89
2025-01-22 14:03:44,23.64,25.32,0.59,1.92,1.44,29.17,2.0,21.66,2.89,2.6,22.56,1.99,28.52,1.81,1.06,23.68,3.8,3.96,28.68,1.53
2025-01-22 14:03:45,4.75,26.87,1.46,4.15,0.79,1.84,2.82,0.75,3.06,4.1,0.84,1.97,24.84,1.12,1.55,24.17,1.41,22.75,3.54,25.14
2025-01-22 14:03:46,22.16,1.9,4.94,4.06,3.24,2.3,0.95,1.96,3.69,25.7,3.55,27.39,2.27,23.08,26.58,23.44,1.53,1.6,22.05,1.65
2025-01-22 14:03:47,2.38,21.45,1.63,28.24,23.98,1.45,24.74,3.15,1.35,4.97,28.73,1.65,1.28,26.96,22.12,1.26,2.32,3.8,0.66,0.93
2025-01-22 14:03:48,1.81,3.94,26.95,29.36,0.82,25.87,20.38,25.51,28.69,2.2,28.13,21.75,4.26,22.33,1.07,22.82,2.82,4.4,1.94,3.38
2025-01-22 14:03:49,1.75,29.62,4.18,2.83,1.86,23.84,21.78,2.16,2.51,22.87,0.55,25.64,1.27,29.12,0.97,0.94,2.4,0.62,0.71,24.44
2025-01-22 14:03:50,4.94,3.28,3.51,22.54,0.54,1.66,0.7,4.86,2.31,26.53,1.31,0.61,1.85,3.37,3.9,3.83,2.37,25.03,1.5,2.5
2025-01-22 14:03:51,3.54,2.19,4.09,26.67,1.72,0.98,25.88,3.65,21.26,28.76,1.17,3.89,0.57,2.39,4.66,1.29,1.75,1.47,1.37,20.94
2025-01-22 14:03:52,2.04,29.78,24.09,1.14,29.6,0.68,1.33,3.97,4.65,3.53,0.76,22.44,4.37,1.09,1.62,22.73,1.26,1.23,24.07,25.88
2025-01-22 14:03:53,1.46,24.94,1.62,4.92,1.33,4.58,1.11,26.13,2.78,3.88,20.58,1.05,26.7,23.94,29.85,0.66,2.74,27.18,0.73,1.93
2025-01-22 14:03:54,0.61,20.64,1.92,1.49,1.71,1.18,21.51,29.37,2.78,23.93,4.52,2.73,3.86,25.21,4.15,26.9,29.15,4.61,2.28,22.31
2025-01-22 14:03:55,28.79,1.78,0.78,1.98,4.0,4.74,0.84,27.06,3.28,21.94,25.38,25.87,1.59,1.42,3.18,24.54,24.28,23.24,1.59,23.59
2025-01-22 14:03:56,22.04,3.2,25.29,22.71,27.83,0.92,4.69,4.09,0.85,28.78,3.55,1.45,1.68,0.88,1.68,2.31,2.05,1.46,23.64,1.94
2025-01-22 14:03:57,0.75,0.86,1.95,0.97,1.95,3.11,21.1,3.37,26.79,1.11,3.55,24.16,1.94,29.62,2.26,3.8,28.92,24.05,25.3,0.86
2025-01-22 14:03:58,24.29,2.44,3.28,2.08,4.66,3.54,3.77,1.49,24.46,1.21,3.41,4.18,1.75,26.22,23.08,1.46,1.16,1.35,22.41,20.56
2025-01-22 14:03:59,4.21,2.18,24.74,4.68,26.7,24.84,0.99,23.86,0.54,1.11,1.2,2.46,2.09,20.21,27.23,2.12,23.74,1.24,24.66,29.19
2025-01-22 14:04:00,24.95,21.06,0.91,0.74,1.5,1.61,28.22,25.04,26.54,0.84,27.63,0.87,1.81,4.69,4.12,21.9,2.89,0.61,26.36,1.47
2025-01-22 14:04:01,25.15,20.75,22.15,1.98,21.32,3.44,0.84,1.89,1.7,29.74,23.48,24.96,1.8,2.45,4.8,26.6,1.58,3.13,0.83,1.89
2025-01-22 14:04:02,3.76,3.8,0.75,26.94,1.52,4.91,0.51,1.04,22.78,4.44,3.92,28.98,0.81,29.66,1.55,21.3,0.8,4.8,24.97,25.89
2025-01-22 14:04:03,20.04,2.15,21.81,0.53,23.44,2.14,1.96,0.8,1.36,3.82,0.81,0.51,1.42,23.29,24.89,0.98,27.81,0.86,2.08,29.67
2025-01-22 14:04:04,1.07,2.73,3.92,3.83,28.13,2.63,2.12,3.35,22.94,4.67,3.44,28.13,22.97,22.25,3.56,4.3,21.32,1.8,1.23,29.35
2025-01-22 14:04:05,2.43,3.19,1.54,20.04,28.51,1.28,3.24,2.78,1.08,4.05,1.6,3.12,26.73,1.02,28.89,27.39,1.09,3.04,1.73,1.37
2025-01-22 14:04:06,22.14,1.45,21.17,4.74,20.92,1.4,4.82,1.1,29.84,27.37,0.59,1.85,29.16,1.4,24.59,25.92,0.54,25.83,2.63,0.91
2025-01-22 14:04:07,1.55,25.26,25.22,2.77,0.76,29.97,3.35,1.74,1.64,4.84,4.33,0.87,3.96,4.42,3.29,4.98,2.72,22.97,0.7,2.19
2025-01-22 14:04:08,1.84,1.5,3.47,2.28,0.78,2.07,21.26,2.14,1.5,1.51,20.58,2.44,4.23,20.81,0.97,1.31,0.69,0.8,0.83,2.76
2025-01-22 14:04:09,22.33,24.49,4.08,0.61,3.86,3.44,1.28,26.42,0.68,1.14,2.66,1.18,3.39,26.82,3.77,0.66,3.65,24.66,1.15,27.36
2025-01-22 14:04:10,2.7,1.12,3.69,4.37,0.69,0.87,1.25,0.82,0.59,2.81,3.25,4.41,3.76,28.79,22.94,0.55,1.46,26.33,28.2,3.33
2025-01-22 14:04:11,1.12,4.7,2.06,24.18,2.94,20.2,1.24,2.5,1.0,1.27,4.18,1.21,3.08,4.47,21.45,20.61,28.99,20.95,0.97,3.89
2025-01-22 14:04:12,0.63,2.12,24.03,25.38,0.8,26.95,4.29,3.72,2.16,0.6,1.46,21.02,21.3,3.27,1.4,3.12,0.73,24.65,0.88,24.1
2025-01-22 14:04:13,28.34,21.75,4.64,23.98,0.98,4.86,4.52,20.13,0.76,2.5,1.53,29.58,1.3,26.69,4.75,29.06,4.96,3.47,21.4,28.96
2025-01-22 14:04:14,3.52,24.22,29.22,1.72,29.86,29.13,1.33,0.51,0.97,2.38,4.6,1.65,24.31,4.45,1.63,25.67,1.51,1.76,25.25,4.55
2025-01-22 14:04:15,23.12,4.93,22.53,20.91,1.49,1.72,24.28,1.62,1.2,25.67,3.12,1.73,21.38,21.93,29.79,3.49,22.01,4.92,24.73,2.3
2025-01-22 14:04:16,2.5,1.46,22.54,20.29,0.64,26.01,2.97,1.15,28.67,4.62,3.28,2.88,0.57,22.87,27.58,2.99,27.83,0.77,1.81,1.21
2025-01-22 14:04:17,23.33,3.77,24.55,3.33,1.32,2.93,24.78,21.32,2.25,26.94,22.63,1.57,4.71,0.94,4.96,2.61,1.64,1.86,27.71,2.74
2025-01-22 14:04:18,1.35,0.88,28.48,4.12,2.4,2.89,4.41,20.96,3.59,3.8,22.78,20.44,29.55,29.19,0.84,3.65,0.85,23.77,20.29,0.93
2025-01-22 14:04:19,1.75,24.45,3.75,3.07,26.07,2.68,4.47,24.33,1.85,2.39,28.14,20.55,3.47,4.48,24.51,1.41,28.37,4.16,1.44,0.9
2025-01-22 14:04:20,25.32,0.66,1.88,1.62,1.54,21.94,20.07,3.91,1.4,29.01,28.66,29.05,3.24,1.61,0.63,28.44,3.82,26.92,1.94,2.55
2025-01-22 14:04:21,1.27,1.29,23.84,3.26,1.55,1.2,1.62,3.8,4.94,1.95,1.59,1.71,3.45,2.67,23.54,21.9,21.54,2.86,0.77,4.85
2025-01-22 14:04:22,0.65,27.06,25.86,29.71,4.17,22.72,3.28,29.22,1.27,25.6,4.19,26.1,2.6,1.82,1.01,1.29,27.41,0.56,23.58,21.57
2025-01-22 14:04:23,0.59,29.05,28.86,22.45,1.1,22.79,1.04,2.55,26.76,1.67,28.51,0.5,1.76,1.93,29.77,25.7,0.64,25.82,3.71,3.43
2025-01-22 14:04:24,27.52,1.85,2.33,29.81,1.71,1.62,2.01,1.82,2.04,0.94,24.37,2.1,2.71,2.64,3.87,1.37,27.78,22.53,28.47,1.7
2025-01-22 14:04:25,3.8,20.46,3.5,0.56,2.75,22.48,2.77,0.72,24.69,3.98,0.65,1.35,24.82,4.33,1.3,3.57,26.3,2.45,22.72,4.31
2025-01-22 14:04:26,4.13,0.52,0.98,1.53,4.46,2.45,4.03,3.97,27.18,0.71,4.75,29.27,25.54,3.28,21.32,28.04,4.36,1.58,1.7,25.88
2025-01-22 14:04:27,4.61,0.69,23.6,26.23,25.34,1.02,20.38,0.96,28.96,20.62,2.05,25.8,1.38,0.77,1.04,2.52,3.45,2.79,22.11,1.86
2025-01-22 14:04:28,4.33,0.92,0.52,29.83,0.88,1.49,3.33,1.27,28.25,20.83,0.68,1.05,4.29,23.43,20.28,29.77,24.58,2.1,2.92,4.1
2025-01-22 14:04:29,1.11,3.67,22.49,4.43,1.08,1.22,0.57,2.31,28.52,4.63,27.73,26.72,3.58,1.04,25.83,1.82,0.77,4.08,2.07,0.78
2025-01-22 14:04:30,26.47,1.68,26.13,1.38,3.92,2.13,1.86,4.24,20.82,3.5,0.5,1.75,2.94,1.96,2.44,1.93,24.9,1.63,1.01,1.89
2025-01-22 14:04:31,28.45,1.84,1.61,26.5,4.01,24.75,0.56,4.49,4.29,25.41,3.02,2.99,21.36,4.89,27.55,25.91,2.66,3.21,3.03,4.54
2025-01-22 14:04:32,2.97,23.54,2.45,2.68,4.83,4.88,1.93,4.32,25.07,21.85,26.79,27.95,4.47,22.99,4.06,1.49,4.54,1.28,1.55,3.2
2025-01-22 14:04:33,26.11,2.93,1.29,3.53,27.09,21.15,0.5,28.8,22.35,1.36,20.78,3.88,4.96,2.05,1.96,27.78,1.23,20.69,1.76,29.93
2025-01-22 14:04:34,23.82,29.11,1.46,2.88,2.46,1.66,2.64,3.13,1.26,3.37,22.62,22.95,20.03,29.17,1.39,2.46,23.49,2.82,4.87,25.39
2025-01-22 14:04:35,2.43,29.74,4.87,23.69,3.89,3.86,0.97,1.68,2.52,24.75,24.69,3.76,1.21,22.58,3.8,21.8,23.43,1.51,2.59,22.04
2025-01-22 14:04:36,21.76,2.07,1.76,21.88,1.82,20.79,1.19,22.64,1.42,1.28,25.44,4.83,22.05,20.17,2.16,1.76,3.07,3.38,2.26,1.51
2025-01-22 14:04:37,24.29,2.64,26.6,1.0,27.68,28.59,23.01,1.87,23.62,2.1,20.06,1.62,2.96,25.5,1.31,27.51,29.94,28.52,3.25,1.58
2025-01-22 14:04:38,4.72,2.7,3.66,29.4,3.51,4.43,20.87,1.97,3.33,1.43,24.02,24.45,1.05,24.39,2.58,1.01,22.53,20.22,29.65,26.29
2025-01-22 14:04:39,26.72,0.71,2.2,1.96,1.74,4.98,28.61,4.39,1.49,28.99,1.61,2.55,27.92,1.34,26.46,0.77,24.62,4.33,2.33,25.86
2025-01-22 14:04:40,29.97,3.87,0.81,2.65,1.68,4.1,3.64,1.05,24.1,0.77,22.57,0.72,1.75,1.41,3.8,1.36,28.14,4.69,2.76,1.01
2025-01-22 14:04:41,1.28,21.74,4.67,29.24,4.21,28.11,24.76,20.16,1.08,1.68,24.75,29.97,22.6,3.64,2.67,29.09,0.97,29.34,1.43,21.38
2025-01-22 14:04:42,3.82,22.6,25.98,27.91,29.87,2.89,0.61,1.34,28.35,0.95,3.64,1.95,1.93,2.95,4.52,2.49,3.89,0.58,23.19,0.62
2025-01-22 14:04:43,0.52,4.25,25.27,4.17,26.55,4.77,4.56,3.96,3.41,1.59,29.67,0.69,24.23,1.52,1.19,1.35,20.5,2.25,3.6,3.34
2025-01-22 14:04:44,1.14,1.94,4.01,4.55,28.92,1.53,3.09,1.9,2.39,1.33,1.51,2.46,1.22,27.5,1.25,1.83,4.85,4.29,4.97,4.83
2025-01-22 14:04:45,23.07,27.77,1.71,2.14,0.79,1.27,3.11,1.62,0.71,1.83,29.34,0.95,21.47,1.81,3.02,1.16,24.9,4.89,4.87,3.23
2025-01-22 14:04:46,0.52,21.16,21.85,0.68,26.15,3.74,25.23,0.53,22.63,3.33,23.67,0.86,1.92,3.16,4.28,3.12,26.52,1.23,0.92,25.16
2025-01-22 14:04:47,2.36,22.81,4.49,1.23,0.9,1.59,4.86,28.05,27.98,1.36,0.73,0.98,28.36,27.75,1.65,2.65,1.68,1.56,21.51,1.56
2025-01-22 14:04:48,3.23,27.76,1.92,1.11,1.04,3.32,22.79,1.51,0.65,1.57,0.96,1.36,26.66,1.56,1.51,23.16,0.83,2.86,1.47,4.41
2025-01-22 14:04:49,4.94,21.89,1.79,1.65,3.04,23.23,3.59,27.32,2.77,3.41,4.78,2.64,3.82,4.81,3.08,0.53,21.83,1.78,2.02,2.0
2025-01-22 14:04:50,1.07,1.55,1.31,1.2,24.96,3.26,3.8,24.45,2.14,26.23,2.06,0.92,3.61,0.81,1.91,3.59,27.97,0.64,2.66,1.05
2025-01-22 14:04:51,2.62,22.64,23.59,21.72,2.37,1.03,0.98,0.78,1.81,28.32,25.21,1.21,21.61,1.29,3.31,1.39,26.47,21.67,0.59,4.57
2025-01-22 14:04:52,1.23,27.24,1.54,2.42,4.14,3.8,1.87,23.01,22.59,4.23,1.51,2.59,22.36,20.52,27.22,24.6,22.39,1.84,27.36,2.97
2025-01-22 14:04:53,20.81,25.98,24.38,4.75,3.59,1.61,23.88,1.02,1.51,3.76,0.73,26.44,22.88,23.75,22.62,27.68,1.65,2.66,25.05,1.45
2025-01-22 14:04:54,4.06,0.92,3.72,23.11,3.53,2.0,2.28,1.63,21.58,0.62,0.65,4.54,28.08,4.12,22.9,1.84,2.9,3.86,23.85,0.86
2025-01-22 14:04:55,1.28,4.96,3.67,3.79,24.67,22.38,0.85,23.29,26.85,2.27,1.68,0.57,22.11,4.78,1.66,1.46,26.32,20.99,4.75,25.54
2025-01-22 14:04:56,3.21,3.83,22.08,20.07,29.79,1.29,27.67,0.53,2.35,22.47,4.06,25.91,1.47,2.44,1.27,1.94,1.74,3.74,2.55,1.76
2025-01-22 14:04:57,2.32,4.31,28.22,26.73,21.54,1.75,24.95,25.1,4.85,3.98,2.61,4.24,0.9,1.27,0.83,4.42,1.42,2.53,22.41,4.94
2025-01-22 14:04:58,1.44,21.34,26.88,2.96,0.97,4.47,2.18,1.01,1.77,24.1,0.75,3.13,22.85,1.16,3.06,28.34,22.87,2.17,0.85,20.14
2025-01-22 14:04:59,0.69,3.56,21.52,4.43,21.66,3.51,25.28,2.86,3.86,0.53,23.85,2.05,25.05,2.35,20.22,3.0,1.45,24.57,0.79,3.53
2025-01-22 14:05:00,1.75,2.98,25.82,28.74,1.41,22.57,3.51,1.41,0.8,22.49,3.66,22.18,25.44,0.55,0.99,3.5,0.51,4.3,21.97,1.51
2025-01-22 14:05:01,1.41,24.01,3.79,27.01,22.66,3.12,4.81,25.64,4.12,1.01,2.43,23.4,27.54,26.1,23.73,1.29,1.06,2.78,25.7,1.62
2025-01-22 14:05:02,4.07,0.85,27.58,1.91,27.59,0.75,0.8,0.61,1.76,2.22,25.29,1.28,1.95,28.61,23.04,29.44,1.99,25.1,2.34,0.64
2025-01-22 14:05:03,3.32,2.7,3.58,4.16,1.83,0.98,1.01,0.64,0.53,4.2,4.66,25.62,29.67,4.11,4.26,1.06,4.37,1.8,27.41,1.49
2025-01-22 14:05:04,1.58,2.74,1.18,29.98,2.91,0.86,27.27,24.35,26.12,3.55,29.64,4.28,0.98,1.16,2.33,2.0,1.92,0.61,20.02,4.35
2025-01-22 14:05:05,1.17,3.69,29.15,3.38,1.15,4.73,1.75,24.15,21.61,0.89,24.13,22.66,4.56,0.85,0.94,1.45,24.98,24.22,1.34,0.51
2025-01-22 14:05:06,1.62,21.24,2.55,2.72,1.59,1.18,4.67,0.59,3.66,1.08,1.77,4.63,1.42,3.72,1.06,0.54,1.92,3.6,3.93,4.18
2025-01-22 14:05:07,4.54,2.7,2.15,29.52,2.86,20.11,1.97,0.84,23.87,4.31,4.9,0.79,20.6,1.12,1.99,2.79,2.26,2.48,22.15,2.93
2025-01-22 14:05:08,4.99,21.55,3.08,29.08,1.99,22.22,27.85,27.73,24.71,2.67,0.56,23.74,0.95,2.49,4.09,4.43,25.44,0.83,2.8,29.38
2025-01-22 14:05:09,1.87,2.89,1.93,0.82,29.37,25.27,1.13,1.63,2.01,0.68,2.34,4.21,4.81,21.6,2.68,25.17,2.4,20.27,1.15,21.3
2025-01-22 14:05:10,24.46,21.47,22.68,1.34,27.45,2.91,28.93,1.82,26.84,3.24,1.74,4.79,3.32,1.33,2.16,27.87,23.78,23.32,26.38,0.55
2025-01-22 14:05:11,2.95,2.09,1.72,1.89,20.75,4.98,1.78,23.7,1.8,24.37,22.68,1.01,3.19,1.24,22.77,2.89,0.96,1.91,28.64,21.22
2025-01-22 14:05:12,1.43,2.95,1.19,3.16,1.59,20.76,1.15,1.64,1.43,22.89,27.55,22.91,4.65,2.3,24.32,29.02,2.28,22.71,3.68,4.28
2025-01-22 14:05:13,25.69,2.25,25.43,28.19,1.32,1.21,1.02,3.16,25.88,4.56,23.95,22.63,28.54,1.61,1.22,0.73,0.5,2.13,2.89,1.29
2025-01-22 14:05:14,22.56,25.72,1.06,1.62,0.73,1.13,1.28,24.44,1.55,2.49,0.51,1.13,4.01,2.78,3.91,2.44,28.85,27.98,1.24,2.32
2025-01-22 14:05:15,1.18,1.07,1.05,1.72,0.73,4.94,0.97,23.59,4.36,26.12,1.57,28.2,29.75,1.9,23.11,1.46,1.25,2.24,25.45,4.95
2025-01-22 14:05:16,0.63,0.66,28.82,1.89,20.67,23.47,3.23,4.03,25.59,0.94,1.91,1.77,1.29,2.29,3.05,1.52,2.18,4.97,1.47,0.89
2025-01-22 14:05:17,1.82,3.94,29.72,4.81,2.01,2.09,1.83,2.45,24.43,25.53,20.55,1.27,1.64,29.46,25.49,1.44,1.47,28.76,24.59,1.79
2025-01-22 14:05:18,20.1,1.79,1.66,3.71,20.78,24.19,24.82,0.77,3.15,1.56,24.94,23.62,21.33,20.11,21.67,2.61,22.36,20.83,0.73,4.15
2025-01-22 14:05:19,0.92,27.32,4.75,1.37,4.17,1.46,1.44,2.49,1.15,2.33,24.78,3.27,1.03,1.62,1.65,21.28,25.63,4.44,27.94,27.42
2025-01-22 14:05:20,22.94,3.16,27.93,21.07,1.12,0.9,21.02,4.45,0.62,1.81,1.54,24.09,29.06,1.87,1.9,4.6,1.62,1.14,0.62,0.54
2025-01-22 14:05:21,1.37,1.41,29.97,4.45,2.85,26.6,2.14,21.05,1.82,2.71,2.26,24.42,1.75,27.03,28.0,21.7,29.02,4.65,1.67,1.5
2025-01-22 14:05:22,4.69,24.32,4.95,29.78,3.73,21.96,3.23,4.23,1.47,4.32,4.35,0.78,0.53,1.1,24.69,4.03,2.19,0.57,1.33,26.43
2025-01-22 14:05:23,23.89,1.69,3.24,3.48,1.51,1.12,1.55,0.53,3.6,1.95,25.55,0.73,23.19,22.48,0.5,3.88,1.92,1.55,22.11,4.17
2025-01-22 14:05:24,3.99,0.9,0.7,2.57,24.84,20.09,1.0,2.31,2.41,1.35,1.98,25.63,25.28,24.13,1.78,4.43,24.94,23.56,27.14,21.25
2025-01-22 14:05:25,2.66,0.56,3.47,20.84,0.75,3.13,23.39,4.5,3.9,21.32,22.1,3.97,4.44,22.1,0.82,20.76,3.15,1.7,27.08,21.88
2025-01-22 14:05:26,28.47,20.45,21.23,1.62,24.7,1.15,0.57,0.69,26.92,1.62,1.5,0.89,21.0,2.73,3.99,0.65,2.03,2.03,22.17,23.42
2025-01-22 14:05:27,20.55,20.57,0.56,26.31,1.07,3.11,4.71,25.69,4.68,3.23,0.83,0.88,3.43,21.67,1.84,1.05,26.11,24.7,1.6,4.36
2025-01-22 14:05:28,21.76,27.69,1.6,26.39,1.51,4.1,4.54,1.33,2.5,20.73,26.92,4.57,1.16,22.94,20.68,24.93,20.57,28.81,3.48,1.75
2025-01-22 14:05:29,1.81,1.31,1.4,0.64,23.18,23.9,21.04,2.73,0.9,22.98,23.83,4.63,2.33,22.78,29.37,1.95,3.72,2.68,21.51,1.4
2025-01-22 14:05:30,3.78,2.0,25.88,4.85,0.57,2.66,20.77,2.43,2.01,4.81,1.83,22.22,4.61,1.22,4.38,4.75,20.25,1.07,28.04,26.56
2025-01-22 14:05:31,24.01,21.3,28.57,2.95,3.47,1.67,1.89,4.83,0.77,1.54,23.06,1.21,1.27,1.53,28.07,3.86,3.62,1.97,1.49,1.45
2025-01-22 14:05:32,4.1,2.71,3.73,1.93,21.43,2.77,29.24,1.81,3.91,3.89,23.53,4.16,22.5,1.79,4.67,2.62,1.29,0.57,29.36,4.5
2025-01-22 14:05:33,3.3,23.25,3.89,4.63,1.54,2.66,4.58,23.2,2.51,28.44,23.04,2.31,4.65,1.33,4.88,1.57,29.93,29.27,1.27,0.53
2025-01-22 14:05:34,1.08,4.01,3.77,2.15,2.99,1.44,0.77,2.1,3.62,21.81,24.74,29.72,0.89,28.94,4.82,2.84,4.2,1.16,4.56,0.79
2025-01-22 14:05:35,3.78,1.85,4.03,3.89,1.42,4.07,1.8,27.47,25.5,1.21,25.26,1.3,1.58,1.81,4.67,25.45,4.55,1.4,29.13,4.34
2025-01-22 14:05:36,3.28,27.93,2.04,20.88,1.61,0.62,2.74,25.15,27.68,2.57,2.17,1.03,4.2,22.39,1.55,22.67,24.22,20.99,2.22,3.72
2025-01-22 14:05:37,23.28,1.46,28.17,1.97,1.35,2.2,4.45,1.75,3.47,0.79,3.31,4.26,1.27,2.77,1.73,26.65,2.22,25.1,1.43,3.38
2025-01-22 14:05:38,4.0,3.25,0.58,22.21,25.29,4.94,26.74,21.06,20.93,26.82,3.1,25.58,4.42,21.2,24.03,0.79,26.74,1.82,2.72,21.7
2025-01-22 14:05:39,1.54,0.93,25.02,27.19,29.67,1.37,1.9,29.18,25.31,24.38,1.98,1.02,25.87,1.98,3.21,3.35,21.24,25.78,0.88,22.51
2025-01-22 14:05:40,1.64,1.64,1.63,4.84,23.8,4.45,21.33,21.36,27.35,3.62,21.91,1.79,25.44,3.68,3.98,2.54,2.87,25.52,27.01,3.74
2025-01-22 14:05:41,1.11,1.0,24.13,23.52,1.08,0.54,4.1,24.32,2.67,1.57,2.06,1.69,2.96,3.95,21.18,25.25,0.69,2.72,0.73,2.68
2025-01-22 14:05:42,2.17,1.22,23.71,1.49,1.61,3.56,20.69,0.98,0.69,2.01,4.31,1.43,0.52,0.78,0.79,1.05,1.56,28.04,3.23,25.47
2025-01-22 14:05:43,1.43,25.98,2.73,4.17,3.58,28.13,29.47,1.19,26.45,26.74,1.58,2.51,1.75,2.18,24.66,24.07,24.49,23.73,1.33,1.72
2025-01-22 14:05:44,3.93,1.34,0.57,1.98,3.93,1.41,27.59,2.53,24.8,2.02,22.78,4.36,2.1,4.3,3.39,21.66,27.6,22.9,26.43,25.66
2025-01-22 14:05:45,26.84,2.29,28.81,4.19,4.95,1.69,4.29,4.06,4.62,24.61,26.43,2.51,1.81,3.7,20.37,26.73,4.83,1.94,2.32,2.97
2025-01-22 14:05:46,1.97,3.67,29.81,29.97,4.07,2.48,3.95,0.52,0.55,0.74,29.13,1.81,0.86,26.98,24.81,0.72,3.16,28.17,3.67,4.71
2025-01-22 14:05:47,1.65,4.24,24.63,1.4,26.94,28.24,1.45,2.91,28.73,2.04,0.69,1.66,23.59,20.8,1.28,1.31,23.42,4.38,1.02,3.93
2025-01-22 14:05:48,29.1,1.09,1.49,23.31,27.49,0.69,1.49,1.98,2.4,2.44,1.13,4.03,1.34,3.36,3.21,21.69,1.33,4.93,27.38,1.59
2025-01-22 14:05:49,20.87,21.87,20.48,0.63,0.65,1.02,4.63,1.31,1.65,0.79,3.43,2.65,21.73,0.69,3.12,3.97,2.58,3.61,3.43,0.73
2025-01-22 14:05:50,4.92,4.46,27.13,27.11,3.74,1.64,28.9,27.36,0.7,1.67,25.37,24.35,29.16,3.06,20.51,26.18,4.03,4.96,4.4,0.83
2025-01-22 14:05:51,2.08,2.01,0.54,29.08,4.83,2.67,2.09,1.44,1.34,2.7,1.19,2.25,3.94,2.04,1.98,1.83,28.51,0.6,3.84,2.64
2025-01-22 14:05:52,3.95,23.36,24.9,0.73,26.01,2.17,4.11,0.95,3.73,1.46,21.92,1.61,3.6,27.62,23.72,3.54,1.64,27.99,4.05,1.49
2025-01-22 14:05:53,2.99,2.0,3.8,0.76,25.49,2.28,0.83,25.2,2.81,1.62,3.08,0.78,3.46,22.89,22.84,3.6,0.84,0.62,23.98,0.67
2025-01-22 14:05:54,22.75,23.09,3.29,26.35,29.86,0.87,4.53,22.1,4.78,0.85,4.5,27.15,3.7,21.6,3.65,2.51,26.23,20.49,24.01,1.21
2025-01-22 14:05:55,20.35,22.28,0.91,24.01,1.52,22.09,1.54,3.57,3.28,0.98,1.53,23.52,3.11,1.85,3.72,23.86,0.92,26.1,3.54,24.04
2025-01-22 14:05:56,1.84,29.48,22.01,1.92,1.06,1.1,2.76,25.5,24.35,3.33,3.18,1.08,4.04,1.17,4.53,2.3,20.85,3.85,0.93,2.04
2025-01-22 14:05:57,0.73,4.52,4.41,27.19,29.46,4.63,3.89,2.23,2.85,4.54,26.24,4.39,24.23,2.4,21.5,26.85,1.01,21.9,20.4,29.88
2025-01-22 14:05:58,22.3,0.63,21.47,0.8,28.62,29.23,3.57,1.43,1.75,1.14,2.78,3.53,24.5,3.47,23.77,1.22,24.59,4.14,1.46,2.16
2025-01-22 14:05:59,1.56,21.73,2.43,22.36,1.19,2.74,2.14,0.57,27.96,26.17,3.4,2.4,25.37,24.39,1.52,4.42,2.54,1.59,23.92,3.75
2025-01-22 14:06:00,4.66,2.85,4.37,28.91,3.13,3.22,2.67,1.89,3.76,4.03,26.85,27.87,26.34,2.09,1.25,1.33,1.15,2.53,2.13,25.23
2025-01-22 14:06:01,26.17,1.43,2.66,0.95,25.83,3.97,3.08,4.5,1.63,1.67,2.7,0.58,1.63,3.46,4.5,1.92,0.89,1.18,23.32,23.72
2025-01-22 14:06:02,20.56,24.06,3.78,29.88,2.01,1.9,0.51,1.28,20.69,4.97,1.4,1.52,0.68,21.21,27.18,25.03,1.03,22.37,0.75,0.99
2025-01-22 14:06:03,1.53,1.69,27.58,4.38,24.61,0.82,2.92,0.96,1.57,21.38,23.96,4.27,29.75,1.62,1.78,3.91,27.31,2.77,3.72,1.29
2025-01-22 14:06:04,28.76,0.66,26.66,22.53,2.77,1.45,2.39,0.89,2.71,1.92,1.52,28.66,28.32,4.76,2.98,2.53,22.8,4.12,1.8,26.84
2025-01-22 14:06:05,29.47,29.09,0.76,20.93,28.49,21.08,0.76,1.15,2.92,4.63,0.96,0.85,26.69,1.44,4.86,3.65,26.92,1.96,0.76,22.46
2025-01-22 14:06:06,1.25,26.72,4.45,2.27,26.81,2.16,28.05,1.56,1.12,2.74,4.78,4.97,1.97,1.74,0.72,21.27,0.55,29.81,23.8,2.82
2025-01-22 14:06:07,4.87,2.71,23.18,1.52,29.15,1.45,0.64,28.81,1.35,2.79,2.52,1.97,2.05,27.68,4.94,4.13,3.7,1.29,28.94,2.42
2025-01-22 14:06:08,3.95,1.03,1.95,0.94,29.15,0.96,4.21,2.01,3.55,3.5,3.93,3.25,25.95,0.96,1.88,24.32,0.72,23.49,4.44,1.21
2025-01-22 14:06:09,0.75,1.22,3.63,27.71,0.94,1.76,22.77,27.98,0.89,3.81,0.59,27.9,22.6,20.92,3.85,3.34,0.86,1.21,21.86,0.6
2025-01-22 14:06:10,3.52,3.09,21.4,2.59,22.12,1.5,27.66,20.91,28.3,20.24,1.68,28.07,24.34,2.89,1.13,2.23,4.98,4.84,1.29,3.17
